Location_ID,Sensing_DateTime,Sensing_Date,Sensing_Time,Direction_1,Direction_2,Total_of_Directions
162,2025-05-25T04:35:00+02:00,2025-05-25,12:35,61,99,160
166,2025-05-25T04:35:00+02:00,2025-05-25,12:35,3,3,6
167,2025-05-25T04:30:00+02:00,2025-05-25,12:30,0,3,3
1,2025-05-25T04:27:00+02:00,2025-05-25,12:27,32,16,48
1,2025-05-25T04:31:00+02:00,2025-05-25,12:31,20,25,45
1,2025-05-25T04:39:00+02:00,2025-05-25,12:39,35,17,52
2,2025-05-25T04:25:00+02:00,2025-05-25,12:25,8,15,23
2,2025-05-25T04:31:00+02:00,2025-05-25,12:31,14,4,18
2,2025-05-25T04:32:00+02:00,2025-05-25,12:32,5,5,10
2,2025-05-25T04:34:00+02:00,2025-05-25,12:34,14,6,20
2,2025-05-25T04:37:00+02:00,2025-05-25,12:37,8,11,19
9,2025-05-25T04:31:00+02:00,2025-05-25,12:31,2,2,4
9,2025-05-25T04:32:00+02:00,2025-05-25,12:32,1,0,1
9,2025-05-25T04:34:00+02:00,2025-05-25,12:34,1,2,3
9,2025-05-25T04:37:00+02:00,2025-05-25,12:37,3,1,4
9,2025-05-25T04:38:00+02:00,2025-05-25,12:38,1,0,1
9,2025-05-25T04:39:00+02:00,2025-05-25,12:39,0,2,2
10,2025-05-25T04:37:00+02:00,2025-05-25,12:37,0,1,1
11,2025-05-25T04:25:00+02:00,2025-05-25,12:25,4,4,8
11,2025-05-25T04:27:00+02:00,2025-05-25,12:27,4,0,4
11,2025-05-25T04:28:00+02:00,2025-05-25,12:28,0,1,1
11,2025-05-25T04:29:00+02:00,2025-05-25,12:29,0,4,4
11,2025-05-25T04:35:00+02:00,2025-05-25,12:35,7,7,14
12,2025-05-25T04:25:00+02:00,2025-05-25,12:25,1,0,1
12,2025-05-25T04:30:00+02:00,2025-05-25,12:30,2,3,5
12,2025-05-25T04:33:00+02:00,2025-05-25,12:33,5,3,8
12,2025-05-25T04:34:00+02:00,2025-05-25,12:34,7,0,7
12,2025-05-25T04:37:00+02:00,2025-05-25,12:37,1,1,2
17,2025-05-25T04:27:00+02:00,2025-05-25,12:27,2,1,3
17,2025-05-25T04:28:00+02:00,2025-05-25,12:28,2,4,6
17,2025-05-25T04:37:00+02:00,2025-05-25,12:37,1,4,5
17,2025-05-25T04:39:00+02:00,2025-05-25,12:39,3,0,3
18,2025-05-25T04:27:00+02:00,2025-05-25,12:27,7,0,7
18,2025-05-25T04:34:00+02:00,2025-05-25,12:34,1,0,1
18,2025-05-25T04:36:00+02:00,2025-05-25,12:36,0,2,2
19,2025-05-25T04:38:00+02:00,2025-05-25,12:38,6,9,15
20,2025-05-25T04:26:00+02:00,2025-05-25,12:26,0,5,5
20,2025-05-25T04:32:00+02:00,2025-05-25,12:32,2,6,8
20,2025-05-25T04:34:00+02:00,2025-05-25,12:34,1,1,2
20,2025-05-25T04:39:00+02:00,2025-05-25,12:39,6,9,15
23,2025-05-25T04:29:00+02:00,2025-05-25,12:29,1,3,4
23,2025-05-25T04:31:00+02:00,2025-05-25,12:31,3,7,10
23,2025-05-25T04:32:00+02:00,2025-05-25,12:32,4,1,5
24,2025-05-25T04:30:00+02:00,2025-05-25,12:30,8,11,19
24,2025-05-25T04:34:00+02:00,2025-05-25,12:34,18,3,21
24,2025-05-25T04:39:00+02:00,2025-05-25,12:39,13,22,35
25,2025-05-25T04:25:00+02:00,2025-05-25,12:25,67,40,107
27,2025-05-25T04:25:00+02:00,2025-05-25,12:25,9,3,12
27,2025-05-25T04:30:00+02:00,2025-05-25,12:30,10,7,17
27,2025-05-25T04:32:00+02:00,2025-05-25,12:32,2,2,4
27,2025-05-25T04:33:00+02:00,2025-05-25,12:33,9,4,13
27,2025-05-25T04:34:00+02:00,2025-05-25,12:34,1,5,6
30,2025-05-25T04:25:00+02:00,2025-05-25,12:25,5,13,18
30,2025-05-25T04:26:00+02:00,2025-05-25,12:26,3,4,7
30,2025-05-25T04:39:00+02:00,2025-05-25,12:39,7,9,16
35,2025-05-25T04:25:00+02:00,2025-05-25,12:25,26,21,47
35,2025-05-25T04:29:00+02:00,2025-05-25,12:29,14,34,48
35,2025-05-25T04:37:00+02:00,2025-05-25,12:37,23,27,50
46,2025-05-25T04:30:00+02:00,2025-05-25,12:30,3,4,7
46,2025-05-25T04:35:00+02:00,2025-05-25,12:35,4,2,6
48,2025-05-25T04:25:00+02:00,2025-05-25,12:25,11,0,11
48,2025-05-25T04:26:00+02:00,2025-05-25,12:26,7,6,13
48,2025-05-25T04:31:00+02:00,2025-05-25,12:31,2,14,16
48,2025-05-25T04:33:00+02:00,2025-05-25,12:33,9,1,10
48,2025-05-25T04:34:00+02:00,2025-05-25,12:34,8,16,24
48,2025-05-25T04:35:00+02:00,2025-05-25,12:35,9,0,9
48,2025-05-25T04:36:00+02:00,2025-05-25,12:36,7,10,17
48,2025-05-25T04:38:00+02:00,2025-05-25,12:38,14,18,32
48,2025-05-25T04:39:00+02:00,2025-05-25,12:39,16,2,18
49,2025-05-25T04:27:00+02:00,2025-05-25,12:27,8,5,13
49,2025-05-25T04:30:00+02:00,2025-05-25,12:30,9,9,18
49,2025-05-25T04:31:00+02:00,2025-05-25,12:31,5,13,18
49,2025-05-25T04:36:00+02:00,2025-05-25,12:36,7,12,19
49,2025-05-25T04:37:00+02:00,2025-05-25,12:37,15,9,24
49,2025-05-25T04:39:00+02:00,2025-05-25,12:39,15,12,27
51,2025-05-25T04:26:00+02:00,2025-05-25,12:26,5,1,6
51,2025-05-25T04:34:00+02:00,2025-05-25,12:34,3,1,4
51,2025-05-25T04:36:00+02:00,2025-05-25,12:36,6,0,6
52,2025-05-25T04:26:00+02:00,2025-05-25,12:26,4,3,7
52,2025-05-25T04:27:00+02:00,2025-05-25,12:27,4,3,7
52,2025-05-25T04:29:00+02:00,2025-05-25,12:29,4,6,10
52,2025-05-25T04:30:00+02:00,2025-05-25,12:30,5,2,7
52,2025-05-25T04:35:00+02:00,2025-05-25,12:35,3,11,14
52,2025-05-25T04:36:00+02:00,2025-05-25,12:36,2,2,4
53,2025-05-25T04:27:00+02:00,2025-05-25,12:27,23,7,30
53,2025-05-25T04:28:00+02:00,2025-05-25,12:28,23,6,29
53,2025-05-25T04:29:00+02:00,2025-05-25,12:29,10,9,19
53,2025-05-25T04:33:00+02:00,2025-05-25,12:33,14,4,18
53,2025-05-25T04:34:00+02:00,2025-05-25,12:34,7,6,13
53,2025-05-25T04:37:00+02:00,2025-05-25,12:37,9,6,15
56,2025-05-25T04:27:00+02:00,2025-05-25,12:27,11,2,13
56,2025-05-25T04:29:00+02:00,2025-05-25,12:29,3,4,7
56,2025-05-25T04:32:00+02:00,2025-05-25,12:32,1,5,6
56,2025-05-25T04:35:00+02:00,2025-05-25,12:35,7,5,12
56,2025-05-25T04:36:00+02:00,2025-05-25,12:36,8,3,11
58,2025-05-25T04:25:00+02:00,2025-05-25,12:25,11,6,17
58,2025-05-25T04:30:00+02:00,2025-05-25,12:30,14,3,17
58,2025-05-25T04:31:00+02:00,2025-05-25,12:31,5,5,10
58,2025-05-25T04:32:00+02:00,2025-05-25,12:32,15,1,16
58,2025-05-25T04:37:00+02:00,2025-05-25,12:37,8,5,13
62,2025-05-25T04:25:00+02:00,2025-05-25,12:25,5,4,9
62,2025-05-25T04:26:00+02:00,2025-05-25,12:26,2,3,5
62,2025-05-25T04:27:00+02:00,2025-05-25,12:27,2,2,4
62,2025-05-25T04:28:00+02:00,2025-05-25,12:28,6,0,6
62,2025-05-25T04:31:00+02:00,2025-05-25,12:31,3,2,5
62,2025-05-25T04:33:00+02:00,2025-05-25,12:33,7,1,8
62,2025-05-25T04:34:00+02:00,2025-05-25,12:34,0,3,3
62,2025-05-25T04:36:00+02:00,2025-05-25,12:36,0,5,5
63,2025-05-25T04:26:00+02:00,2025-05-25,12:26,5,0,5
63,2025-05-25T04:28:00+02:00,2025-05-25,12:28,13,6,19
63,2025-05-25T04:30:00+02:00,2025-05-25,12:30,4,5,9
63,2025-05-25T04:33:00+02:00,2025-05-25,12:33,7,0,7
63,2025-05-25T04:34:00+02:00,2025-05-25,12:34,1,0,1
63,2025-05-25T04:36:00+02:00,2025-05-25,12:36,8,4,12
63,2025-05-25T04:39:00+02:00,2025-05-25,12:39,3,4,7
67,2025-05-25T04:25:00+02:00,2025-05-25,12:25,15,4,19
67,2025-05-25T04:26:00+02:00,2025-05-25,12:26,3,13,16
67,2025-05-25T04:29:00+02:00,2025-05-25,12:29,5,8,13
67,2025-05-25T04:32:00+02:00,2025-05-25,12:32,5,9,14
67,2025-05-25T04:33:00+02:00,2025-05-25,12:33,6,9,15
67,2025-05-25T04:35:00+02:00,2025-05-25,12:35,11,3,14
68,2025-05-25T04:25:00+02:00,2025-05-25,12:25,7,11,18
68,2025-05-25T04:27:00+02:00,2025-05-25,12:27,9,3,12
68,2025-05-25T04:31:00+02:00,2025-05-25,12:31,8,2,10
68,2025-05-25T04:39:00+02:00,2025-05-25,12:39,6,12,18
72,2025-05-25T04:28:00+02:00,2025-05-25,12:28,3,6,9
72,2025-05-25T04:29:00+02:00,2025-05-25,12:29,15,7,22
72,2025-05-25T04:36:00+02:00,2025-05-25,12:36,7,10,17
72,2025-05-25T04:39:00+02:00,2025-05-25,12:39,6,6,12
76,2025-05-25T04:30:00+02:00,2025-05-25,12:30,3,2,5
76,2025-05-25T04:32:00+02:00,2025-05-25,12:32,5,1,6
76,2025-05-25T04:33:00+02:00,2025-05-25,12:33,0,2,2
79,2025-05-25T04:25:00+02:00,2025-05-25,12:25,14,9,23
79,2025-05-25T04:27:00+02:00,2025-05-25,12:27,9,6,15
79,2025-05-25T04:31:00+02:00,2025-05-25,12:31,20,6,26
79,2025-05-25T04:32:00+02:00,2025-05-25,12:32,17,5,22
79,2025-05-25T04:36:00+02:00,2025-05-25,12:36,16,3,19
79,2025-05-25T04:38:00+02:00,2025-05-25,12:38,2,7,9
79,2025-05-25T04:39:00+02:00,2025-05-25,12:39,18,3,21
85,2025-05-25T04:26:00+02:00,2025-05-25,12:26,4,0,4
85,2025-05-25T04:31:00+02:00,2025-05-25,12:31,1,1,2
85,2025-05-25T04:32:00+02:00,2025-05-25,12:32,1,2,3
85,2025-05-25T04:37:00+02:00,2025-05-25,12:37,3,0,3
85,2025-05-25T04:39:00+02:00,2025-05-25,12:39,0,1,1
86,2025-05-25T04:25:00+02:00,2025-05-25,12:25,0,3,3
86,2025-05-25T04:30:00+02:00,2025-05-25,12:30,1,0,1
86,2025-05-25T04:32:00+02:00,2025-05-25,12:32,0,1,1
86,2025-05-25T04:34:00+02:00,2025-05-25,12:34,4,0,4
86,2025-05-25T04:35:00+02:00,2025-05-25,12:35,1,0,1
109,2025-05-25T04:25:00+02:00,2025-05-25,12:25,4,7,11
109,2025-05-25T04:35:00+02:00,2025-05-25,12:35,2,5,7
130,2025-05-25T04:35:00+02:00,2025-05-25,12:35,11,6,17
136,2025-05-25T04:25:00+02:00,2025-05-25,12:25,50,3,53
136,2025-05-25T04:30:00+02:00,2025-05-25,12:30,20,5,25
137,2025-05-25T04:25:00+02:00,2025-05-25,12:25,0,2,2
139,2025-05-25T04:35:00+02:00,2025-05-25,12:35,4,5,9
141,2025-05-25T04:35:00+02:00,2025-05-25,12:35,12,19,31
161,2025-05-25T04:30:00+02:00,2025-05-25,12:30,40,8,48
181,2025-05-25T04:25:00+02:00,2025-05-25,12:25,5,16,21
181,2025-05-25T04:26:00+02:00,2025-05-25,12:26,16,6,22
181,2025-05-25T04:29:00+02:00,2025-05-25,12:29,3,18,21
181,2025-05-25T04:32:00+02:00,2025-05-25,12:32,17,24,41
181,2025-05-25T04:33:00+02:00,2025-05-25,12:33,11,19,30
181,2025-05-25T04:34:00+02:00,2025-05-25,12:34,2,14,16
182,2025-05-25T04:25:00+02:00,2025-05-25,12:25,17,18,35
182,2025-05-25T04:30:00+02:00,2025-05-25,12:30,15,14,29
180,2025-05-25T04:37:00+02:00,2025-05-25,12:37,0,1,1
3,2025-05-24T17:10:00+02:00,2025-05-25,01:10,0,9,9
3,2025-05-24T17:13:00+02:00,2025-05-25,01:13,6,0,6
3,2025-05-24T17:14:00+02:00,2025-05-25,01:14,2,12,14
3,2025-05-24T17:19:00+02:00,2025-05-25,01:19,8,1,9
3,2025-05-24T17:20:00+02:00,2025-05-25,01:20,10,3,13
3,2025-05-24T17:21:00+02:00,2025-05-25,01:21,4,2,6
4,2025-05-24T17:10:00+02:00,2025-05-25,01:10,5,2,7
4,2025-05-24T17:11:00+02:00,2025-05-25,01:11,0,15,15
4,2025-05-24T17:15:00+02:00,2025-05-25,01:15,0,1,1
4,2025-05-24T17:17:00+02:00,2025-05-25,01:17,5,7,12
4,2025-05-24T17:20:00+02:00,2025-05-25,01:20,0,1,1
4,2025-05-24T17:24:00+02:00,2025-05-25,01:24,15,5,20
5,2025-05-24T17:15:00+02:00,2025-05-25,01:15,3,6,9
6,2025-05-24T17:10:00+02:00,2025-05-25,01:10,11,3,14
6,2025-05-24T17:11:00+02:00,2025-05-25,01:11,3,1,4
6,2025-05-24T17:15:00+02:00,2025-05-25,01:15,3,0,3
6,2025-05-24T17:16:00+02:00,2025-05-25,01:16,6,2,8
6,2025-05-24T17:17:00+02:00,2025-05-25,01:17,8,1,9
6,2025-05-24T17:18:00+02:00,2025-05-25,01:18,4,0,4
28,2025-05-24T17:14:00+02:00,2025-05-25,01:14,2,0,2
28,2025-05-24T17:18:00+02:00,2025-05-25,01:18,1,0,1
29,2025-05-24T17:14:00+02:00,2025-05-25,01:14,0,2,2
29,2025-05-24T17:20:00+02:00,2025-05-25,01:20,3,2,5
29,2025-05-24T17:21:00+02:00,2025-05-25,01:21,0,3,3
29,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,2,2
31,2025-05-24T17:18:00+02:00,2025-05-25,01:18,0,2,2
31,2025-05-24T17:21:00+02:00,2025-05-25,01:21,0,1,1
36,2025-05-24T17:12:00+02:00,2025-05-25,01:12,4,1,5
36,2025-05-24T17:14:00+02:00,2025-05-25,01:14,11,8,19
36,2025-05-24T17:18:00+02:00,2025-05-25,01:18,4,5,9
36,2025-05-24T17:20:00+02:00,2025-05-25,01:20,2,8,10
37,2025-05-24T17:17:00+02:00,2025-05-25,01:17,2,0,2
37,2025-05-24T17:19:00+02:00,2025-05-25,01:19,0,3,3
37,2025-05-24T17:24:00+02:00,2025-05-25,01:24,1,0,1
40,2025-05-24T17:21:00+02:00,2025-05-25,01:21,1,0,1
41,2025-05-24T17:11:00+02:00,2025-05-25,01:11,0,3,3
41,2025-05-24T17:13:00+02:00,2025-05-25,01:13,1,7,8
41,2025-05-24T17:15:00+02:00,2025-05-25,01:15,0,3,3
41,2025-05-24T17:22:00+02:00,2025-05-25,01:22,1,5,6
43,2025-05-24T17:15:00+02:00,2025-05-25,01:15,1,1,2
45,2025-05-24T17:16:00+02:00,2025-05-25,01:16,0,1,1
45,2025-05-24T17:17:00+02:00,2025-05-25,01:17,0,5,5
45,2025-05-24T17:21:00+02:00,2025-05-25,01:21,2,2,4
47,2025-05-24T17:19:00+02:00,2025-05-25,01:19,3,1,4
47,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,7,7
50,2025-05-24T17:20:00+02:00,2025-05-25,01:20,2,0,2
54,2025-05-24T17:19:00+02:00,2025-05-25,01:19,0,2,2
54,2025-05-24T17:20:00+02:00,2025-05-25,01:20,2,0,2
59,2025-05-24T17:10:00+02:00,2025-05-25,01:10,4,4,8
59,2025-05-24T17:20:00+02:00,2025-05-25,01:20,9,10,19
61,2025-05-24T17:13:00+02:00,2025-05-25,01:13,1,0,1
61,2025-05-24T17:16:00+02:00,2025-05-25,01:16,1,1,2
61,2025-05-24T17:19:00+02:00,2025-05-25,01:19,2,0,2
61,2025-05-24T17:23:00+02:00,2025-05-25,01:23,2,0,2
66,2025-05-24T17:10:00+02:00,2025-05-25,01:10,0,2,2
66,2025-05-24T17:11:00+02:00,2025-05-25,01:11,0,3,3
66,2025-05-24T17:16:00+02:00,2025-05-25,01:16,2,4,6
66,2025-05-24T17:21:00+02:00,2025-05-25,01:21,5,0,5
69,2025-05-24T17:19:00+02:00,2025-05-25,01:19,0,5,5
70,2025-05-24T17:14:00+02:00,2025-05-25,01:14,0,2,2
75,2025-05-24T17:16:00+02:00,2025-05-25,01:16,0,2,2
84,2025-05-24T17:10:00+02:00,2025-05-25,01:10,15,13,28
84,2025-05-24T17:20:00+02:00,2025-05-25,01:20,10,10,20
107,2025-05-24T17:10:00+02:00,2025-05-25,01:10,0,2,2
132,2025-05-24T17:20:00+02:00,2025-05-25,01:20,5,3,8
135,2025-05-24T17:10:00+02:00,2025-05-25,01:10,2,5,7
162,2025-05-24T17:15:00+02:00,2025-05-25,01:15,2,1,3
165,2025-05-24T17:20:00+02:00,2025-05-25,01:20,3,0,3
1,2025-05-24T17:10:00+02:00,2025-05-25,01:10,2,2,4
1,2025-05-24T17:24:00+02:00,2025-05-25,01:24,1,1,2
2,2025-05-24T17:18:00+02:00,2025-05-25,01:18,0,6,6
2,2025-05-24T17:21:00+02:00,2025-05-25,01:21,1,0,1
2,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,5,5
9,2025-05-24T17:14:00+02:00,2025-05-25,01:14,1,0,1
9,2025-05-24T17:19:00+02:00,2025-05-25,01:19,1,0,1
11,2025-05-24T17:12:00+02:00,2025-05-25,01:12,0,3,3
17,2025-05-24T17:10:00+02:00,2025-05-25,01:10,0,2,2
17,2025-05-24T17:11:00+02:00,2025-05-25,01:11,2,0,2
17,2025-05-24T17:15:00+02:00,2025-05-25,01:15,2,0,2
18,2025-05-24T17:12:00+02:00,2025-05-25,01:12,2,0,2
19,2025-05-24T17:11:00+02:00,2025-05-25,01:11,4,4,8
19,2025-05-24T17:13:00+02:00,2025-05-25,01:13,1,1,2
19,2025-05-24T17:15:00+02:00,2025-05-25,01:15,2,12,14
19,2025-05-24T17:18:00+02:00,2025-05-25,01:18,3,4,7
19,2025-05-24T17:21:00+02:00,2025-05-25,01:21,2,5,7
20,2025-05-24T17:11:00+02:00,2025-05-25,01:11,3,8,11
20,2025-05-24T17:14:00+02:00,2025-05-25,01:14,4,9,13
20,2025-05-24T17:18:00+02:00,2025-05-25,01:18,1,1,2
20,2025-05-24T17:19:00+02:00,2025-05-25,01:19,4,0,4
23,2025-05-24T17:10:00+02:00,2025-05-25,01:10,0,2,2
23,2025-05-24T17:11:00+02:00,2025-05-25,01:11,0,1,1
23,2025-05-24T17:14:00+02:00,2025-05-25,01:14,4,0,4
23,2025-05-24T17:18:00+02:00,2025-05-25,01:18,1,0,1
23,2025-05-24T17:19:00+02:00,2025-05-25,01:19,0,5,5
23,2025-05-24T17:24:00+02:00,2025-05-25,01:24,0,1,1
24,2025-05-24T17:12:00+02:00,2025-05-25,01:12,4,0,4
24,2025-05-24T17:15:00+02:00,2025-05-25,01:15,1,0,1
24,2025-05-24T17:16:00+02:00,2025-05-25,01:16,0,4,4
24,2025-05-24T17:22:00+02:00,2025-05-25,01:22,2,1,3
25,2025-05-24T17:15:00+02:00,2025-05-25,01:15,0,4,4
27,2025-05-24T17:12:00+02:00,2025-05-25,01:12,0,1,1
27,2025-05-24T17:14:00+02:00,2025-05-25,01:14,1,0,1
27,2025-05-24T17:16:00+02:00,2025-05-25,01:16,1,0,1
30,2025-05-24T17:17:00+02:00,2025-05-25,01:17,7,3,10
30,2025-05-24T17:18:00+02:00,2025-05-25,01:18,5,2,7
30,2025-05-24T17:19:00+02:00,2025-05-25,01:19,6,5,11
30,2025-05-24T17:23:00+02:00,2025-05-25,01:23,1,4,5
30,2025-05-24T17:24:00+02:00,2025-05-25,01:24,3,8,11
35,2025-05-24T17:10:00+02:00,2025-05-25,01:10,3,1,4
35,2025-05-24T17:14:00+02:00,2025-05-25,01:14,1,3,4
35,2025-05-24T17:15:00+02:00,2025-05-25,01:15,2,1,3
35,2025-05-24T17:16:00+02:00,2025-05-25,01:16,11,0,11
35,2025-05-24T17:17:00+02:00,2025-05-25,01:17,1,0,1
35,2025-05-24T17:18:00+02:00,2025-05-25,01:18,0,1,1
35,2025-05-24T17:21:00+02:00,2025-05-25,01:21,0,3,3
35,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,6,6
35,2025-05-24T17:24:00+02:00,2025-05-25,01:24,0,5,5
49,2025-05-24T17:11:00+02:00,2025-05-25,01:11,2,0,2
49,2025-05-24T17:13:00+02:00,2025-05-25,01:13,0,1,1
49,2025-05-24T17:14:00+02:00,2025-05-25,01:14,7,0,7
49,2025-05-24T17:15:00+02:00,2025-05-25,01:15,2,1,3
49,2025-05-24T17:20:00+02:00,2025-05-25,01:20,8,3,11
49,2025-05-24T17:23:00+02:00,2025-05-25,01:23,1,0,1
51,2025-05-24T17:13:00+02:00,2025-05-25,01:13,1,3,4
52,2025-05-24T17:11:00+02:00,2025-05-25,01:11,4,5,9
52,2025-05-24T17:12:00+02:00,2025-05-25,01:12,4,1,5
52,2025-05-24T17:20:00+02:00,2025-05-25,01:20,0,5,5
52,2025-05-24T17:24:00+02:00,2025-05-25,01:24,6,5,11
53,2025-05-24T17:15:00+02:00,2025-05-25,01:15,0,1,1
56,2025-05-24T17:10:00+02:00,2025-05-25,01:10,5,0,5
56,2025-05-24T17:21:00+02:00,2025-05-25,01:21,2,1,3
56,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,2,2
56,2025-05-24T17:24:00+02:00,2025-05-25,01:24,0,2,2
58,2025-05-24T17:12:00+02:00,2025-05-25,01:12,5,0,5
58,2025-05-24T17:16:00+02:00,2025-05-25,01:16,0,2,2
58,2025-05-24T17:21:00+02:00,2025-05-25,01:21,0,1,1
58,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,4,4
62,2025-05-24T17:14:00+02:00,2025-05-25,01:14,3,0,3
62,2025-05-24T17:17:00+02:00,2025-05-25,01:17,3,0,3
62,2025-05-24T17:22:00+02:00,2025-05-25,01:22,0,1,1
62,2025-05-24T17:23:00+02:00,2025-05-25,01:23,0,1,1
62,2025-05-24T17:24:00+02:00,2025-05-25,01:24,1,0,1
63,2025-05-24T17:10:00+02:00,2025-05-25,01:10,0,3,3
63,2025-05-24T17:11:00+02:00,2025-05-25,01:11,0,1,1
63,2025-05-24T17:12:00+02:00,2025-05-25,01:12,0,2,2
63,2025-05-24T17:16:00+02:00,2025-05-25,01:16,0,3,3
63,2025-05-24T17:17:00+02:00,2025-05-25,01:17,0,1,1
63,2025-05-24T17:18:00+02:00,2025-05-25,01:18,0,1,1
63,2025-05-24T17:24:00+02:00,2025-05-25,01:24,0,2,2
67,2025-05-24T17:19:00+02:00,2025-05-25,01:19,1,0,1
72,2025-05-24T17:18:00+02:00,2025-05-25,01:18,0,1,1
72,2025-05-24T17:24:00+02:00,2025-05-25,01:24,3,0,3
79,2025-05-24T17:10:00+02:00,2025-05-25,01:10,1,0,1
79,2025-05-24T17:22:00+02:00,2025-05-25,01:22,1,0,1
79,2025-05-24T17:24:00+02:00,2025-05-25,01:24,2,5,7
109,2025-05-24T17:20:00+02:00,2025-05-25,01:20,0,3,3
117,2025-05-24T17:10:00+02:00,2025-05-25,01:10,4,0,4
117,2025-05-24T17:15:00+02:00,2025-05-25,01:15,6,2,8
117,2025-05-24T17:20:00+02:00,2025-05-25,01:20,0,1,1
181,2025-05-24T17:27:00+02:00,2025-05-25,01:27,0,2,2
181,2025-05-24T17:28:00+02:00,2025-05-25,01:28,1,0,1
182,2025-05-24T17:30:00+02:00,2025-05-25,01:30,13,3,16
182,2025-05-24T17:35:00+02:00,2025-05-25,01:35,6,8,14
3,2025-05-24T16:42:00+02:00,2025-05-25,00:42,0,17,17
3,2025-05-24T16:43:00+02:00,2025-05-25,00:43,4,13,17
3,2025-05-24T16:46:00+02:00,2025-05-25,00:46,7,9,16
3,2025-05-24T16:49:00+02:00,2025-05-25,00:49,9,4,13
4,2025-05-24T16:42:00+02:00,2025-05-25,00:42,7,0,7
4,2025-05-24T16:43:00+02:00,2025-05-25,00:43,4,1,5
4,2025-05-24T16:44:00+02:00,2025-05-25,00:44,4,4,8
4,2025-05-24T16:49:00+02:00,2025-05-25,00:49,2,6,8
6,2025-05-24T16:41:00+02:00,2025-05-25,00:41,11,2,13
6,2025-05-24T16:42:00+02:00,2025-05-25,00:42,9,2,11
6,2025-05-24T16:50:00+02:00,2025-05-25,00:50,3,2,5
6,2025-05-24T16:54:00+02:00,2025-05-25,00:54,1,4,5
28,2025-05-24T16:43:00+02:00,2025-05-25,00:43,1,0,1
28,2025-05-24T16:51:00+02:00,2025-05-25,00:51,1,0,1
28,2025-05-24T16:54:00+02:00,2025-05-25,00:54,1,0,1
29,2025-05-24T16:45:00+02:00,2025-05-25,00:45,0,3,3
29,2025-05-24T16:47:00+02:00,2025-05-25,00:47,1,5,6
29,2025-05-24T16:51:00+02:00,2025-05-25,00:51,0,14,14
31,2025-05-24T16:40:00+02:00,2025-05-25,00:40,1,2,3
31,2025-05-24T16:41:00+02:00,2025-05-25,00:41,7,1,8
31,2025-05-24T16:42:00+02:00,2025-05-25,00:42,2,3,5
31,2025-05-24T16:45:00+02:00,2025-05-25,00:45,0,1,1
31,2025-05-24T16:48:00+02:00,2025-05-25,00:48,0,2,2
31,2025-05-24T16:53:00+02:00,2025-05-25,00:53,0,2,2
36,2025-05-24T16:41:00+02:00,2025-05-25,00:41,1,1,2
36,2025-05-24T16:42:00+02:00,2025-05-25,00:42,4,1,5
36,2025-05-24T16:49:00+02:00,2025-05-25,00:49,0,1,1
36,2025-05-24T16:51:00+02:00,2025-05-25,00:51,3,6,9
36,2025-05-24T16:52:00+02:00,2025-05-25,00:52,0,1,1
37,2025-05-24T16:41:00+02:00,2025-05-25,00:41,3,0,3
37,2025-05-24T16:44:00+02:00,2025-05-25,00:44,0,1,1
37,2025-05-24T16:45:00+02:00,2025-05-25,00:45,2,0,2
37,2025-05-24T16:46:00+02:00,2025-05-25,00:46,2,0,2
40,2025-05-24T16:41:00+02:00,2025-05-25,00:41,0,1,1
40,2025-05-24T16:43:00+02:00,2025-05-25,00:43,2,0,2
40,2025-05-24T16:44:00+02:00,2025-05-25,00:44,2,0,2
40,2025-05-24T16:52:00+02:00,2025-05-25,00:52,0,1,1
41,2025-05-24T16:41:00+02:00,2025-05-25,00:41,2,5,7
41,2025-05-24T16:46:00+02:00,2025-05-25,00:46,2,2,4
45,2025-05-24T16:43:00+02:00,2025-05-25,00:43,7,2,9
45,2025-05-24T16:45:00+02:00,2025-05-25,00:45,4,3,7
45,2025-05-24T16:49:00+02:00,2025-05-25,00:49,2,2,4
45,2025-05-24T16:51:00+02:00,2025-05-25,00:51,1,3,4
45,2025-05-24T16:52:00+02:00,2025-05-25,00:52,1,10,11
45,2025-05-24T16:54:00+02:00,2025-05-25,00:54,0,3,3
47,2025-05-24T16:41:00+02:00,2025-05-25,00:41,2,3,5
47,2025-05-24T16:42:00+02:00,2025-05-25,00:42,4,1,5
47,2025-05-24T16:44:00+02:00,2025-05-25,00:44,0,3,3
47,2025-05-24T16:47:00+02:00,2025-05-25,00:47,2,5,7
47,2025-05-24T16:49:00+02:00,2025-05-25,00:49,2,2,4
47,2025-05-24T16:50:00+02:00,2025-05-25,00:50,1,4,5
50,2025-05-24T16:41:00+02:00,2025-05-25,00:41,5,0,5
50,2025-05-24T16:45:00+02:00,2025-05-25,00:45,1,0,1
54,2025-05-24T16:49:00+02:00,2025-05-25,00:49,0,4,4
54,2025-05-24T16:51:00+02:00,2025-05-25,00:51,0,2,2
54,2025-05-24T16:53:00+02:00,2025-05-25,00:53,0,2,2
61,2025-05-24T16:42:00+02:00,2025-05-25,00:42,1,3,4
